@RELATION  RELATION

@ATTRIBUTE 'room_type' { 'Shared room','Entire home/apt','Private room'}
@ATTRIBUTE 'neighborhood' { 'Eixample','Sants-Montjuïc','Ciutat Vella','Sant Martí','Les Corts','Horta-Guinardó','Nou Barris','Gràcia','Sarrià-Sant Gervasi','Sant Andreu'}
@ATTRIBUTE 'reviews' { '27','13','11','9','10','67','6','4','5','20','8','28','17','15','69','12','35','37','3','41','38','60','54','56','85','7','88','93','19','33','23','16','105','48','50','31','14','80','40','29','55','53','66','76','32','44','73','39','205','239','63','21','151','25','30','42','18','77','43','22','26','125','65','250','72','91','68','46','143','78','36','34','59','120','47','147','131','24','96','51','82','115','45','150','49','52','57','87','135','102','126','75','176','98','83','175','177','103','108','169','107','64','119','81','124','71','149','90','86','89','123','127','74','62','111','58','112','144','128','130','61','113','181','157','146','99','230','106','122','94','70','84','158','136','79','117','142','104','114','97','139','207','118','121','140','164','100','129','191','92','189','171','110','217','152','132','160','95','174','198','173','116','333','137','168','234','206','138','213','101','170','141','184','178','172','145','255','256','244','216','180','193','134','237','224','221','238','195','165','185','109','186','166','163','318','268','240','215','283','360','154','162','272','155','182','156','200','280','202','227','226','246','229','190','285','187','201','148','153','219','320','203','211','210','167','133','232','241','161','222','183','196','159','199','235','194','265','236','214','218','326','259','208','209','179','386','349','405','253','233','231','287','243','188','212','242','314','271','220','276','249','245','247','251','339','252','260','204','340','324','270','376','254','309','457','192','345'}
@ATTRIBUTE 'overall_satisfaction' { '8','7','9','6','2','1','5','3','4'}
@ATTRIBUTE 'accommodates' { '10','12','2','16','8','6','4','1','3','5','9','7','14','11','13','15'}
@ATTRIBUTE 'bedrooms' { '1.0','4.0','2.0','3.0','0.0','6.0','5.0','9.0','7.0','8.0','10.0'}
@ATTRIBUTE 'price' { '264.0','129.0','72.0','64.0','45.0','60.0','289.0','193.0','133.0','144.0','114.0','84.0','100.0','66.0','55.0','61.0','47.0','58.0','57.0','29.0','12.0','19.0','26.0','28.0','35.0','20.0','33.0','41.0','24.0','31.0','27.0','30.0','36.0','38.0','34.0','40.0','22.0','138.0','104.0','543.0','622.0','163.0','48.0','634.0','288.0','231.0','302.0','239.0','204.0','205.0','150.0','176.0','181.0','157.0','178.0','169.0','168.0','167.0','174.0','156.0','134.0','132.0','127.0','143.0','112.0','107.0','119.0','108.0','113.0','121.0','116.0','98.0','102.0','91.0','92.0','83.0','97.0','96.0','67.0','79.0','70.0','69.0','68.0','50.0','53.0','59.0','358.0','481.0','405.0','348.0','324.0','361.0','384.0','480.0','420.0','312.0','454.0','337.0','433.0','379.0','406.0','323.0','336.0','359.0','343.0','403.0','499.0','373.0','331.0','367.0','310.0','311.0','316.0','432.0','457.0','447.0','334.0','505.0','139.0','117.0','106.0','103.0','95.0','88.0','73.0','80.0','25.0','726.0','1025.0','904.0','940.0','553.0','550.0','579.0','603.0','694.0','362.0','452.0','422.0','515.0','391.0','338.0','217.0','409.0','489.0','419.0','390.0','475.0','451.0','350.0','354.0','380.0','416.0','495.0','318.0','493.0','424.0','413.0','397.0','372.0','479.0','508.0','411.0','469.0','381.0','418.0','503.0','464.0','445.0','327.0','483.0','426.0','477.0','398.0','402.0','42.0','3606.0','1918.0','1605.0','1443.0','1343.0','1082.0','1044.0','865.0','721.0','901.0','842.0','1022.0','843.0','961.0','541.0','720.0','539.0','597.0','660.0','602.0','613.0','697.0','661.0','583.0','706.0','565.0','599.0','365.0','389.0','431.0','396.0','216.0','240.0','265.0','294.0','249.0','301.0','215.0','222.0','226.0','228.0','276.0','259.0','269.0','268.0','210.0','305.0','256.0','307.0','235.0','209.0','229.0','267.0','303.0','252.0','251.0','351.0','211.0','282.0','221.0','237.0','218.0','271.0','207.0','246.0','300.0','295.0','232.0','297.0','262.0','254.0','224.0','417.0','476.0','423.0','408.0','309.0','287.0','298.0','250.0','286.0','275.0','304.0','266.0','283.0','281.0','293.0','238.0','278.0','230.0','260.0','261.0','243.0','220.0','233.0','279.0','247.0','225.0','242.0','199.0','203.0','186.0','192.0','187.0','197.0','200.0','195.0','244.0','290.0','194.0','190.0','180.0','151.0','166.0','149.0','161.0','175.0','280.0','202.0','179.0','182.0','184.0','165.0','173.0','164.0','146.0','177.0','153.0','152.0','145.0','201.0','196.0','158.0','172.0','160.0','171.0','185.0','159.0','170.0','148.0','183.0','162.0','155.0','147.0','136.0','126.0','137.0','142.0','130.0','131.0','125.0','140.0','128.0','135.0','118.0','123.0','124.0','111.0','110.0','109.0','115.0','122.0','90.0','82.0','99.0','101.0','85.0','93.0','87.0','94.0','89.0','78.0','77.0','71.0','65.0','81.0','74.0','75.0','63.0','49.0','54.0','46.0','43.0','44.0','490.0','56.0','52.0','32.0','23.0','39.0','141.0','273.0','62.0','16.0','37.0','18.0','13.0','21.0','14.0','10.0','15.0'}
@ATTRIBUTE 'latitude' { '3','1','2','4'}
@ATTRIBUTE 'longitude' { '2','3','1','4'}

@DATA
'Private room','Ciutat Vella','6','9','1','1.0','36.0','2','4'
'Private room','Eixample','12','9','2','1.0','48.0','4','4'
'Entire home/apt','Eixample','43','9','4','2.0','157.0','1','2'
'Private room','Sant Martí','9','9','2','1.0','42.0','3','4'
'Private room','Eixample','17','9','2','1.0','74.0','4','4'
'Entire home/apt','Sants-Montjuïc','123','9','5','2.0','118.0','1','1'
'Private room','Sarrià-Sant Gervasi','26','9','2','1.0','50.0','4','1'
'Entire home/apt','Sant Martí','35','8','5','3.0','131.0','3','4'
'Entire home/apt','Ciutat Vella','13','7','2','0.0','121.0','1','4'
'Private room','Ciutat Vella','8','9','2','1.0','60.0','2','4'
'Private room','Sant Martí','14','9','2','1.0','30.0','3','4'
'Private room','Eixample','15','8','2','1.0','36.0','2','1'
'Entire home/apt','Eixample','43','8','16','6.0','337.0','3','3'
'Entire home/apt','Eixample','96','8','5','3.0','204.0','2','2'
'Private room','Eixample','21','9','2','1.0','60.0','1','1'
'Entire home/apt','Eixample','75','8','6','2.0','82.0','2','2'
'Private room','Eixample','7','9','1','1.0','31.0','3','3'
'Entire home/apt','Eixample','145','8','3','2.0','144.0','3','3'
'Private room','Sant Martí','50','9','2','1.0','72.0','3','4'
'Entire home/apt','Gràcia','83','8','6','3.0','94.0','4','2'
'Entire home/apt','Sant Martí','66','6','3','1.0','96.0','3','4'
'Entire home/apt','Sarrià-Sant Gervasi','18','8','6','3.0','179.0','4','1'
'Private room','Ciutat Vella','99','9','2','1.0','56.0','1','2'
'Private room','Sant Martí','13','8','2','1.0','48.0','3','4'
'Private room','Ciutat Vella','78','7','2','1.0','48.0','2','3'
'Entire home/apt','Sants-Montjuïc','30','8','5','2.0','84.0','1','1'
'Private room','Ciutat Vella','3','9','2','2.0','48.0','2','3'
'Private room','Eixample','24','8','2','1.0','68.0','1','2'
'Entire home/apt','Eixample','13','8','6','3.0','217.0','1','2'
'Private room','Les Corts','4','9','2','1.0','30.0','1','1'
'Private room','Sants-Montjuïc','128','8','1','1.0','44.0','1','1'
'Entire home/apt','Gràcia','98','9','4','2.0','96.0','3','2'
'Private room','Gràcia','7','9','2','1.0','36.0','3','2'
'Entire home/apt','Eixample','18','7','6','3.0','104.0','2','2'
'Entire home/apt','Eixample','29','7','12','5.0','433.0','3','3'
'Private room','Eixample','3','9','2','1.0','60.0','4','3'
'Entire home/apt','Eixample','3','9','4','1.0','232.0','3','3'
'Private room','Eixample','8','8','2','1.0','54.0','4','3'
'Private room','Ciutat Vella','276','9','2','1.0','58.0','2','4'
'Private room','Sant Martí','5','8','1','1.0','59.0','4','4'
'Entire home/apt','Sants-Montjuïc','13','8','8','4.0','301.0','1','1'
'Private room','Ciutat Vella','5','8','2','1.0','54.0','2','4'
'Private room','Sarrià-Sant Gervasi','5','8','2','1.0','121.0','3','1'
'Private room','Eixample','25','8','1','1.0','20.0','4','3'
'Private room','Eixample','3','6','2','1.0','60.0','1','2'
'Entire home/apt','Eixample','49','9','3','2.0','132.0','2','1'
'Entire home/apt','Les Corts','26','7','6','2.0','96.0','1','1'
'Private room','Sant Martí','6','8','2','1.0','48.0','4','4'
'Private room','Eixample','37','9','3','1.0','48.0','2','1'
'Entire home/apt','Eixample','9','8','4','3.0','193.0','2','1'
'Entire home/apt','Ciutat Vella','17','8','8','3.0','389.0','1','3'
'Entire home/apt','Eixample','45','8','6','3.0','118.0','4','3'
'Entire home/apt','Ciutat Vella','51','7','3','2.0','54.0','2','3'
'Private room','Gràcia','89','8','2','1.0','27.0','4','1'
'Private room','Sant Martí','8','8','2','1.0','48.0','4','4'
'Private room','Les Corts','5','9','1','1.0','58.0','3','1'
'Private room','Gràcia','36','9','2','1.0','94.0','4','2'
'Private room','Sant Martí','21','9','2','1.0','31.0','4','4'
'Entire home/apt','Eixample','5','9','6','2.0','174.0','3','3'
'Entire home/apt','Nou Barris','45','7','8','3.0','121.0','4','3'
'Entire home/apt','Sarrià-Sant Gervasi','28','9','7','3.0','204.0','3','1'
'Private room','Ciutat Vella','51','8','2','1.0','62.0','1','2'
'Private room','Gràcia','12','8','2','1.0','63.0','4','1'
'Private room','Ciutat Vella','95','8','2','1.0','84.0','1','3'
'Entire home/apt','Ciutat Vella','10','8','3','2.0','131.0','1','4'
'Entire home/apt','Ciutat Vella','39','7','2','0.0','113.0','2','3'
'Entire home/apt','Ciutat Vella','84','8','6','3.0','132.0','2','4'
'Private room','Les Corts','11','8','1','1.0','30.0','1','1'
'Private room','Ciutat Vella','58','9','2','1.0','72.0','1','3'
'Private room','Sant Martí','34','8','2','1.0','45.0','4','4'
'Entire home/apt','Sarrià-Sant Gervasi','7','8','4','3.0','108.0','3','1'
'Private room','Ciutat Vella','60','8','2','1.0','60.0','2','3'
'Private room','Eixample','4','9','2','1.0','108.0','3','3'
'Private room','Eixample','28','8','3','2.0','53.0','3','4'
'Entire home/apt','Sant Martí','7','9','6','2.0','246.0','4','4'
'Private room','Eixample','11','8','2','1.0','28.0','3','3'
'Private room','Eixample','4','8','1','1.0','48.0','3','1'
'Private room','Sants-Montjuïc','20','9','2','1.0','42.0','1','1'
'Private room','Ciutat Vella','78','9','2','1.0','36.0','2','3'
'Private room','Ciutat Vella','6','7','3','1.0','66.0','1','4'
'Entire home/apt','Sants-Montjuïc','3','8','7','3.0','172.0','2','1'
'Entire home/apt','Ciutat Vella','9','9','6','3.0','301.0','1','4'
'Private room','Eixample','188','9','1','1.0','45.0','3','3'
'Private room','Sarrià-Sant Gervasi','8','9','2','1.0','43.0','3','1'
'Entire home/apt','Ciutat Vella','5','9','4','2.0','118.0','2','4'
'Private room','Ciutat Vella','37','7','3','1.0','84.0','2','2'
'Private room','Ciutat Vella','6','7','2','1.0','54.0','1','2'
'Entire home/apt','Ciutat Vella','4','9','4','2.0','180.0','2','3'
'Entire home/apt','Sants-Montjuïc','240','9','2','0.0','114.0','1','1'
'Entire home/apt','Eixample','135','8','2','2.0','61.0','2','1'
'Private room','Sant Martí','3','9','2','1.0','72.0','3','4'
'Private room','Eixample','11','9','2','1.0','78.0','1','2'
'Entire home/apt','Sant Martí','3','8','10','4.0','354.0','2','4'
'Private room','Ciutat Vella','41','9','2','1.0','60.0','2','3'
'Private room','Eixample','20','9','3','1.0','67.0','2','1'
'Private room','Ciutat Vella','152','7','2','1.0','39.0','2','4'
'Private room','Ciutat Vella','16','8','2','1.0','42.0','2','4'
'Entire home/apt','Eixample','3','9','2','1.0','131.0','2','2'
'Private room','Ciutat Vella','71','9','2','1.0','43.0','2','3'
'Private room','Eixample','6','9','2','1.0','54.0','2','1'
'Entire home/apt','Les Corts','27','9','2','1.0','131.0','2','1'
'Entire home/apt','Sant Martí','11','9','8','4.0','384.0','3','4'
'Private room','Eixample','7','7','4','1.0','48.0','1','2'
'Entire home/apt','Ciutat Vella','10','9','2','1.0','174.0','1','4'
'Entire home/apt','Sants-Montjuïc','10','8','6','2.0','108.0','1','1'
'Private room','Ciutat Vella','17','7','2','1.0','60.0','2','3'
'Entire home/apt','Ciutat Vella','83','8','3','1.0','121.0','2','3'
'Private room','Ciutat Vella','66','9','2','1.0','46.0','2','3'
'Entire home/apt','Sarrià-Sant Gervasi','13','9','6','3.0','199.0','3','1'
'Private room','Sants-Montjuïc','33','9','1','1.0','42.0','1','1'
'Private room','Ciutat Vella','6','9','2','1.0','52.0','2','4'
'Private room','Gràcia','6','7','1','1.0','34.0','4','2'
'Private room','Eixample','7','7','2','2.0','54.0','3','2'
'Entire home/apt','Eixample','47','8','6','3.0','195.0','3','2'
'Private room','Gràcia','44','8','1','1.0','30.0','3','1'
'Private room','Sant Martí','83','8','1','1.0','24.0','4','4'
'Private room','Eixample','84','8','2','1.0','48.0','3','2'
'Entire home/apt','Les Corts','32','8','9','4.0','259.0','3','1'
'Entire home/apt','Eixample','9','8','6','3.0','180.0','2','2'
'Private room','Sants-Montjuïc','3','9','2','1.0','90.0','1','3'
'Entire home/apt','Eixample','28','7','6','3.0','157.0','3','3'
'Private room','Sant Martí','52','9','2','1.0','60.0','4','4'
'Entire home/apt','Sants-Montjuïc','236','8','4','2.0','78.0','1','2'
'Entire home/apt','Horta-Guinardó','4','8','10','5.0','361.0','4','1'
'Private room','Sarrià-Sant Gervasi','11','9','4','2.0','240.0','3','1'
'Private room','Sants-Montjuïc','10','9','1','1.0','37.0','1','1'
'Private room','Sants-Montjuïc','84','9','2','1.0','54.0','1','1'
'Private room','Eixample','25','7','2','1.0','75.0','1','2'
'Entire home/apt','Ciutat Vella','76','8','4','2.0','118.0','1','2'
'Entire home/apt','Eixample','88','9','4','2.0','118.0','3','3'
'Entire home/apt','Ciutat Vella','230','8','4','1.0','203.0','2','3'
'Private room','Sant Martí','15','8','2','1.0','30.0','4','4'
'Private room','Ciutat Vella','137','9','2','1.0','90.0','2','3'
'Entire home/apt','Eixample','7','8','8','5.0','334.0','3','3'
'Private room','Ciutat Vella','75','9','2','1.0','54.0','1','2'
'Entire home/apt','Eixample','24','9','5','2.0','186.0','4','3'
'Entire home/apt','Eixample','3','8','6','3.0','180.0','2','1'
'Entire home/apt','Sants-Montjuïc','6','7','4','0.0','59.0','1','1'
'Entire home/apt','Eixample','6','7','6','2.0','132.0','3','3'
'Private room','Ciutat Vella','12','9','2','1.0','54.0','2','3'
'Private room','Eixample','125','8','2','1.0','36.0','2','1'
'Entire home/apt','Horta-Guinardó','26','9','4','2.0','114.0','4','3'
'Private room','Sant Martí','3','8','2','1.0','42.0','3','4'
'Entire home/apt','Ciutat Vella','60','9','3','1.0','144.0','2','4'
'Entire home/apt','Sants-Montjuïc','16','8','4','1.0','102.0','1','1'
'Private room','Eixample','9','9','1','1.0','78.0','2','1'
'Entire home/apt','Eixample','9','8','2','1.0','96.0','3','4'
'Entire home/apt','Eixample','41','8','6','2.0','180.0','3','2'
'Entire home/apt','Gràcia','72','8','4','2.0','110.0','4','1'
'Entire home/apt','Gràcia','51','8','7','3.0','121.0','4','2'
'Private room','Sants-Montjuïc','21','9','1','1.0','24.0','1','1'
'Private room','Ciutat Vella','39','9','2','1.0','54.0','2','4'
'Entire home/apt','Sant Martí','3','8','6','2.0','297.0','4','4'
'Entire home/apt','Sant Martí','11','7','6','2.0','110.0','4','4'
'Private room','Ciutat Vella','6','8','2','1.0','56.0','2','3'
'Private room','Eixample','54','9','1','1.0','31.0','1','1'
'Entire home/apt','Eixample','39','8','6','2.0','82.0','3','4'
'Entire home/apt','Eixample','33','7','6','3.0','187.0','1','1'
'Entire home/apt','Eixample','60','7','4','1.0','101.0','2','1'
'Private room','Eixample','41','9','2','1.0','81.0','4','3'
'Entire home/apt','Eixample','66','8','4','2.0','77.0','4','3'
'Private room','Sant Martí','94','9','2','1.0','42.0','3','4'
'Entire home/apt','Ciutat Vella','21','8','4','1.0','59.0','2','3'
'Entire home/apt','Ciutat Vella','7','9','5','2.0','240.0','2','3'
'Entire home/apt','Eixample','56','8','7','3.0','235.0','3','3'
'Private room','Sants-Montjuïc','106','8','2','1.0','42.0','1','1'
'Private room','Sants-Montjuïc','7','9','2','1.0','48.0','1','1'
'Entire home/apt','Sant Martí','19','8','5','3.0','118.0','4','4'
'Private room','Sant Martí','47','7','3','1.0','38.0','4','4'
'Private room','Eixample','45','9','2','1.0','29.0','2','1'
'Entire home/apt','Eixample','5','7','2','1.0','78.0','1','2'
'Entire home/apt','Eixample','12','7','3','2.0','102.0','2','1'
'Private room','Eixample','51','9','2','1.0','42.0','1','2'
'Private room','Eixample','18','8','6','2.0','72.0','3','3'
'Entire home/apt','Ciutat Vella','47','8','10','4.0','307.0','1','3'
'Entire home/apt','Eixample','30','7','2','0.0','82.0','3','4'
'Entire home/apt','Gràcia','8','7','6','3.0','96.0','4','3'
'Private room','Sant Martí','3','8','1','1.0','42.0','4','4'
'Private room','Eixample','20','8','2','1.0','96.0','1','1'
'Private room','Ciutat Vella','141','9','3','1.0','60.0','2','3'
'Private room','Gràcia','28','9','2','1.0','34.0','4','1'
'Entire home/apt','Eixample','8','8','6','3.0','216.0','3','2'
'Private room','Sants-Montjuïc','4','9','2','1.0','23.0','1','1'
'Private room','Sants-Montjuïc','3','8','1','1.0','48.0','1','1'
'Private room','Eixample','14','9','2','1.0','101.0','3','3'
'Entire home/apt','Sarrià-Sant Gervasi','49','9','4','1.0','100.0','3','1'
'Private room','Eixample','9','9','2','1.0','60.0','2','1'
'Entire home/apt','Sant Martí','28','8','6','2.0','121.0','4','4'
'Private room','Gràcia','4','9','2','1.0','59.0','3','2'
'Private room','Gràcia','70','8','2','1.0','36.0','4','1'
'Entire home/apt','Eixample','52','9','3','1.0','107.0','2','1'
'Private room','Ciutat Vella','4','9','1','1.0','48.0','2','4'
'Private room','Sants-Montjuïc','5','9','2','1.0','35.0','1','1'
'Entire home/apt','Eixample','22','9','6','3.0','168.0','2','1'
'Private room','Ciutat Vella','23','8','2','1.0','70.0','2','3'
'Entire home/apt','Eixample','16','8','6','3.0','96.0','2','2'
'Entire home/apt','Eixample','55','9','4','2.0','420.0','2','2'
'Private room','Sant Martí','140','8','2','1.0','54.0','3','4'
'Entire home/apt','Horta-Guinardó','6','7','4','2.0','121.0','4','3'
'Entire home/apt','Sants-Montjuïc','20','8','4','2.0','117.0','1','1'
'Private room','Sants-Montjuïc','9','8','2','1.0','38.0','1','1'
'Private room','Sants-Montjuïc','4','8','3','1.0','42.0','1','1'
'Entire home/apt','Ciutat Vella','13','8','3','1.0','181.0','3','4'
'Private room','Eixample','20','8','3','1.0','77.0','2','1'
'Private room','Sant Martí','59','8','1','1.0','24.0','4','4'
'Private room','Sarrià-Sant Gervasi','73','7','2','1.0','36.0','3','1'
'Private room','Sant Martí','12','9','1','1.0','29.0','4','4'
'Entire home/apt','Gràcia','10','8','8','4.0','167.0','3','2'
'Private room','Ciutat Vella','41','8','2','1.0','63.0','2','4'
'Private room','Sant Martí','128','8','2','1.0','36.0','3','4'
'Private room','Nou Barris','17','9','2','1.0','38.0','4','4'
'Entire home/apt','Sants-Montjuïc','30','7','4','2.0','144.0','1','1'
'Entire home/apt','Eixample','55','8','4','1.0','96.0','1','2'
'Private room','Horta-Guinardó','5','9','1','1.0','44.0','4','3'
'Private room','Ciutat Vella','206','9','2','1.0','30.0','2','4'
'Entire home/apt','Sants-Montjuïc','72','9','4','1.0','114.0','1','1'
'Entire home/apt','Sants-Montjuïc','64','9','4','1.0','108.0','1','1'
'Private room','Sants-Montjuïc','32','8','2','1.0','23.0','1','2'
'Shared room','Gràcia','38','8','1','1.0','24.0','3','2'
'Private room','Sant Martí','61','9','1','1.0','35.0','3','4'
'Entire home/apt','Eixample','8','9','2','1.0','72.0','3','4'
'Entire home/apt','Ciutat Vella','139','8','8','4.0','271.0','1','4'
'Entire home/apt','Gràcia','6','8','2','1.0','107.0','4','1'
'Private room','Ciutat Vella','88','8','2','1.0','30.0','2','3'
'Entire home/apt','Ciutat Vella','60','8','6','2.0','132.0','2','4'
'Entire home/apt','Eixample','67','7','7','3.0','108.0','3','3'
'Private room','Gràcia','77','7','2','1.0','30.0','3','3'
'Private room','Sant Martí','34','8','2','1.0','42.0','4','4'
'Private room','Ciutat Vella','8','8','2','1.0','32.0','2','2'
'Private room','Eixample','22','9','2','1.0','78.0','1','1'
'Entire home/apt','Eixample','6','7','6','3.0','157.0','1','2'
'Private room','Eixample','19','8','2','1.0','48.0','3','2'
'Private room','Sant Martí','3','8','2','1.0','31.0','4','4'
'Entire home/apt','Ciutat Vella','11','9','3','1.0','108.0','2','4'
'Entire home/apt','Eixample','65','8','4','1.0','193.0','2','2'
'Entire home/apt','Eixample','86','8','8','5.0','118.0','2','1'
'Private room','Eixample','14','9','2','1.0','46.0','3','1'
'Entire home/apt','Sarrià-Sant Gervasi','43','9','4','3.0','182.0','4','1'
'Entire home/apt','Sants-Montjuïc','72','8','5','2.0','104.0','1','2'
'Entire home/apt','Eixample','8','8','3','1.0','78.0','3','3'
'Entire home/apt','Sarrià-Sant Gervasi','56','7','6','2.0','82.0','4','1'
'Private room','Ciutat Vella','82','8','2','1.0','49.0','2','4'
'Private room','Sant Andreu','60','9','2','1.0','71.0','4','4'
'Entire home/apt','Ciutat Vella','12','8','4','2.0','240.0','1','3'
'Entire home/apt','Sarrià-Sant Gervasi','7','7','3','1.0','54.0','4','1'
'Entire home/apt','Eixample','4','8','6','2.0','95.0','1','2'
'Private room','Sant Martí','5','9','2','1.0','54.0','3','4'
'Entire home/apt','Ciutat Vella','43','7','8','3.0','271.0','2','4'
'Private room','Gràcia','5','9','2','1.0','48.0','4','2'
'Private room','Ciutat Vella','27','8','1','1.0','58.0','1','4'
'Private room','Eixample','31','8','1','1.0','46.0','2','1'
'Private room','Ciutat Vella','10','8','1','1.0','24.0','2','4'
'Entire home/apt','Ciutat Vella','113','8','5','2.0','193.0','2','4'
'Entire home/apt','Sant Andreu','28','7','7','4.0','106.0','4','4'
'Private room','Ciutat Vella','66','8','2','1.0','48.0','1','3'
'Entire home/apt','Ciutat Vella','16','8','10','4.0','351.0','2','3'
'Private room','Sants-Montjuïc','65','8','1','1.0','28.0','1','1'
'Entire home/apt','Gràcia','21','9','3','1.0','112.0','4','2'
'Entire home/apt','Eixample','3','6','5','3.0','99.0','3','4'
'Private room','Ciutat Vella','30','8','2','1.0','72.0','1','3'
'Private room','Ciutat Vella','29','8','4','1.0','50.0','2','3'
'Entire home/apt','Eixample','12','9','6','3.0','199.0','3','2'
'Private room','Sant Martí','35','8','2','1.0','36.0','4','4'
'Entire home/apt','Sants-Montjuïc','3','7','6','2.0','137.0','1','1'
'Entire home/apt','Eixample','185','9','6','2.0','121.0','1','2'
'Entire home/apt','Sants-Montjuïc','57','9','4','1.0','109.0','1','2'
'Entire home/apt','Ciutat Vella','3','8','4','1.0','58.0','1','2'
'Private room','Ciutat Vella','179','9','3','2.0','84.0','2','3'
'Entire home/apt','Eixample','18','9','6','3.0','240.0','3','4'
'Entire home/apt','Gràcia','30','9','4','2.0','101.0','4','2'
'Private room','Sant Martí','12','9','2','1.0','48.0','4','4'
'Private room','Eixample','71','8','2','1.0','48.0','1','2'
'Entire home/apt','Gràcia','19','8','4','1.0','107.0','4','2'
'Private room','Ciutat Vella','69','8','4','1.0','84.0','2','3'
'Entire home/apt','Sant Martí','4','7','4','1.0','128.0','3','4'
'Private room','Eixample','16','8','1','1.0','34.0','1','1'
'Private room','Ciutat Vella','85','9','2','1.0','71.0','2','3'
'Entire home/apt','Eixample','34','8','4','2.0','96.0','2','1'
'Entire home/apt','Eixample','26','8','8','3.0','311.0','3','3'
'Entire home/apt','Eixample','17','9','9','5.0','499.0','2','2'
'Entire home/apt','Sants-Montjuïc','4','8','6','2.0','132.0','1','2'
'Private room','Sants-Montjuïc','4','9','4','1.0','72.0','1','2'
'Entire home/apt','Sant Martí','10','6','3','0.0','46.0','4','4'
'Private room','Ciutat Vella','17','8','4','1.0','87.0','1','3'
'Private room','Eixample','3','9','2','1.0','72.0','3','3'
'Private room','Gràcia','24','9','2','1.0','34.0','4','1'
'Entire home/apt','Ciutat Vella','75','8','4','1.0','96.0','2','3'
'Entire home/apt','Eixample','4','9','6','2.0','174.0','3','3'
'Entire home/apt','Horta-Guinardó','3','6','3','1.0','72.0','4','3'
'Entire home/apt','Sant Martí','4','8','6','2.0','66.0','4','3'
'Entire home/apt','Eixample','10','9','4','2.0','199.0','3','3'
'Private room','Sant Martí','6','7','2','1.0','54.0','4','4'
'Private room','Horta-Guinardó','9','8','6','1.0','137.0','4','2'
'Private room','Eixample','4','8','2','1.0','77.0','3','1'
'Entire home/apt','Ciutat Vella','62','9','4','1.0','157.0','2','4'
'Private room','Sant Martí','9','8','1','1.0','36.0','3','4'
'Private room','Sant Andreu','16','9','2','1.0','25.0','4','4'
'Entire home/apt','Eixample','5','9','8','3.0','130.0','1','1'
'Entire home/apt','Horta-Guinardó','53','8','8','3.0','84.0','4','2'
'Private room','Eixample','6','9','2','1.0','78.0','3','3'
'Entire home/apt','Gràcia','62','8','4','1.0','96.0','3','2'
'Entire home/apt','Gràcia','5','8','2','1.0','132.0','3','2'
'Private room','Sant Martí','26','8','1','1.0','30.0','4','4'
'Entire home/apt','Sant Martí','74','9','4','3.0','180.0','2','4'
'Private room','Ciutat Vella','87','9','2','1.0','99.0','2','4'
'Entire home/apt','Ciutat Vella','33','8','3','1.0','295.0','2','3'
'Private room','Ciutat Vella','9','9','2','1.0','96.0','2','3'
'Private room','Eixample','6','8','1','1.0','34.0','2','2'
'Entire home/apt','Eixample','68','9','6','3.0','301.0','3','3'
'Private room','Eixample','46','8','2','1.0','90.0','2','1'
'Entire home/apt','Ciutat Vella','31','8','8','4.0','235.0','1','3'
'Entire home/apt','Gràcia','9','9','2','1.0','121.0','3','2'
'Entire home/apt','Sant Martí','25','9','2','1.0','95.0','4','4'
'Private room','Ciutat Vella','45','8','2','1.0','43.0','2','4'
'Entire home/apt','Eixample','7','6','5','1.0','118.0','2','2'
'Entire home/apt','Sants-Montjuïc','16','9','4','1.0','108.0','1','1'
'Private room','Ciutat Vella','31','8','2','1.0','60.0','2','3'
'Entire home/apt','Ciutat Vella','32','7','2','1.0','96.0','2','4'
'Private room','Eixample','49','8','2','1.0','31.0','2','1'
'Private room','Sant Martí','24','8','2','1.0','36.0','3','4'
'Private room','Sants-Montjuïc','14','8','2','1.0','37.0','1','1'
'Entire home/apt','Eixample','3','8','4','2.0','153.0','3','2'
'Private room','Ciutat Vella','3','9','2','1.0','84.0','2','3'
'Entire home/apt','Les Corts','27','7','6','2.0','108.0','1','1'
'Entire home/apt','Eixample','55','8','8','3.0','108.0','1','1'
'Entire home/apt','Sants-Montjuïc','206','8','7','4.0','144.0','1','2'
'Private room','Eixample','309','8','2','1.0','23.0','4','3'
'Private room','Horta-Guinardó','3','9','2','1.0','72.0','4','1'
'Entire home/apt','Eixample','63','9','4','2.0','102.0','2','1'
'Entire home/apt','Ciutat Vella','11','9','2','1.0','99.0','1','4'
'Private room','Ciutat Vella','69','8','2','1.0','36.0','2','4'
'Private room','Ciutat Vella','8','9','2','1.0','80.0','2','4'
'Private room','Sant Martí','45','9','2','1.0','50.0','3','4'
'Entire home/apt','Eixample','121','8','4','1.0','108.0','3','4'
'Private room','Horta-Guinardó','4','9','1','1.0','44.0','4','2'
'Private room','Eixample','107','8','2','1.0','44.0','3','4'
'Entire home/apt','Ciutat Vella','15','8','4','1.0','132.0','1','2'
'Private room','Sants-Montjuïc','13','8','3','2.0','81.0','1','3'
'Private room','Eixample','64','9','2','1.0','48.0','2','1'
'Private room','Sarrià-Sant Gervasi','20','9','2','1.0','41.0','3','1'
'Entire home/apt','Eixample','14','8','6','4.0','204.0','2','1'
'Entire home/apt','Eixample','181','9','6','4.0','240.0','4','3'
'Entire home/apt','Ciutat Vella','8','9','4','2.0','193.0','2','2'
